都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
221023,2274203922,静岡県,静岡市駿河区,介護デザイン　ライム,カイゴデザイン　ライム,福祉用具貸与,静岡市駿河区登呂四丁目20-20105,105,34.956837593118410,138.412020313552800,054-202-7205,054-202-7206,,株式会社ライムワン,2274203922,平日,緊急時の対応は（電話：054-202-7205）にて365日受付,,https://limeone.co.jp/,,,,
221023,2274210778,静岡県,静岡市駿河区,あーす介護ショップ静岡,アースカイゴショップシズオカ,福祉用具貸与,静岡県静岡市駿河区登呂5丁目2-44,,34.952573500000000,138.407192100000000,054-269-5724,,4080001025679,株式会社あーす介護ショップ,2274210778,"平日,土曜日",,,,,,,
221023,2274200506,静岡県,静岡市駿河区,有限会社こころ,ユウゲンガイシャココロ,福祉用具貸与,西脇1225番地1,,34.952051100000006,138.398625499999980,054-280-1155,054-280-1156,4080002011967,有限会社こころ,2274200506,平日,利用者の事情により営業時間外・休日のサービス提供をする。,,,,,,
221023,2274100623,静岡県,静岡市駿河区,介護ショップ　ダイワ,カイゴショップ　ダイワ,福祉用具貸与,静岡市駿河区小鹿一丁目53番11号,,34.975879600000000,138.421195000000000,054-282-8652,054-282-8015,6080002001405,有限会社介護ショップダイワ,2274100623,平日,緊急の連絡は随時対応,,http://www16.plala.or.jp,,,,
221023,2274204193,静岡県,静岡市駿河区,曲金フィット,マガリカネフィット,福祉用具貸与,静岡県静岡市駿河区曲金6丁目13-14,,34.981839227806674,138.411999016146900,054-270-5846,054-203-7281,7080002001511,カム・オフィス有限会社,2274204193,平日,必要に応じて休日にも営業活動をすることがある。,,http://magarikane.web.fc2.com/,,,,
221023,2274204904,静岡県,静岡市駿河区,株式会社イノベイションオブメディカルサービス　静岡営業所,カブシキカイシャイノベイションオブメディカルサービス　シズオカエイギョウショ,福祉用具貸与,静岡市駿河区高松1-6-5,,34.956138433159780,138.417765189459260,054-236-6500,054-236-6525,7021001021373,株式会社イノベイションオブメディカルサービス,2274204904,"平日,土曜日",,,http://www.ims-inc.co.jp/,,,,
221023,2274211016,静岡県,静岡市駿河区,JN福祉サービス,ジェイエヌフクシサービス,福祉用具貸与,静岡県静岡市駿河区みずほ3丁目10番地3,,34.936303100000000,138.368312300000000,054-257-0684,054-660-0148,2080003003230,ＪＮ福祉サービス合同会社,2274211016,平日,定休日・時間外であっても（改行）ご要望に応じて、可能な限り対応致します。,,https://www.jn-shizuoka.site/,,,,
221023,2274203518,静岡県,静岡市駿河区,まごころ介護サービス　レンタル事業部,マゴコロカイゴサービス　レンタルジギョウブ,福祉用具貸与,静岡市駿河区弥生町4-26まごころタウン静岡1F,まごころタウン静岡1F,35.004145999999990,138.436590000000020,054-274-2621,054-274-2625,8080001009686,株式会社まごころ介護サービス,2274203518,"平日,土曜日,日曜日,祝日",,,http://magokorokaigo.com,,,,
221023,2274100300,静岡県,静岡市駿河区,株式会社ヤマシタ静岡営業所,ヤマシタシズオカエイギョウショ,福祉用具貸与,静岡市駿河区登呂5-6-17,,34.956672993232196,138.406023896278400,054-202-1300,054-202-1301,7080001005414,株式会社ヤマシタ,2274100300,"平日,土曜日,日曜日,祝日",,,https://www.yco.co.jp/,,,,
221023,2274210141,静岡県,静岡市駿河区,あいトレ福祉用具サービス,アイトレフクシヨウグサービス,福祉用具貸与,静岡県静岡市駿河区新川2-6-6-2あいネットビル2F,あいネットビル2F,34.961929200000010,138.384365799999980,054-654-4165,054-282-4166,1080001002251,株式会社あいネットサービス,2274210141,"平日,祝日",,,http://aitore.life/,,,,
221023,2274100979,静岡県,静岡市駿河区,（株）八神製作所　ヤガミホームヘルスセンター静岡,カブ）ヤガミセイサクジョ　ヤガミホームヘルスセンターシズオカ,福祉用具貸与,静岡市駿河区国吉田1丁目10-20,,35.000648790430380,138.427464929207000,0800-555-7772,054-208-3344,6180001041516,株式会社八神製作所,2274100979,平日,2024年3月より移転。（改行）旧住所:静岡市駿河区敷地1丁目10番7号,,https://www.yagami.co.jp/yhhc/,,,,
221023,2274200381,静岡県,静岡市駿河区,株式会社セリオ　静岡営業所,カブシキガイシャセリオ　シズオカエイギョウショ,福祉用具貸与,静岡市駿河区下島130-2,,34.950157465893330,138.408512283539240,054-293-9156,054-293-9157,8080401002745,株式会社セリオ,2274200381,平日,,,https://serio888.net/,,,,
221023,2274210448,静岡県,静岡市駿河区,株式会社フロンティア静岡中央営業所,カブシキガイシャフロンティアシズオカチュウオウエイギョウショ,福祉用具貸与,静岡市駿河区八幡２丁目2-12八幡ビル,八幡ビル,34.969586800000000,138.394861400000000,054-282-3110,054-282-3113,6120001120886,株式会社フロンティア,2274210448,"平日,土曜日",,,https://www.frontier-ph.com/,,,,
221023,2274203161,静岡県,静岡市駿河区,株式会社トーカイ　静岡支店,トーカイシズオカシテン,福祉用具貸与,静岡市駿河区宮竹一丁目4番26号,,34.953102257887124,138.414501288592650,054-663-9340,054-663-9341,8200001003544,株式会社トーカイ,2274203161,平日,営業日外や営業時間外であっても、事前連絡により対応可能な場合がありますので、担当営業員などにお問合せください。,,https://www.tokai-corp.com/,,,,
221023,2274100276,静岡県,静岡市駿河区,アクタガワ　ぺんぎんショップ,アクタガワ　ペンギンショップ,福祉用具貸与,静岡市駿河区馬渕1-8-1,,34.968640600000010,138.384229099999970,054-269-6306,054-270-7010,9080001002335,株式会社アクタガワ,2274100276,"平日,土曜日,祝日",必要に応じ対応しています。（年末年始）,,https://www.akutagawa-heartlife.jp,,,,
221023,2274100243,静岡県,静岡市駿河区,協和医科器械株式会社　静岡支店,キョウワイカキカイカブシキカイシャ　シズオカシテン,福祉用具貸与,静岡市駿河区池田156-2,,34.986406100000000,138.421714100000030,054-265-3216,054-265-3055,9080001007895,協和医科器械株式会社,2274100243,平日,,,https://www.kyowaika.co.jp,,,,
221031,2273200127,静岡県,静岡市清水区,株式会社トマト　シルバーショップ雅,カブシキカイシャトマト　シルバーショップミヤビ,福祉用具貸与,静岡市清水区渋川1-6-20,,35.021725600000000,138.469959700000000,054-349-4165,054-349-2182,6080001008780,株式会社トマト,2273200127,"平日,土曜日,日曜日,祝日",日曜日は転送電話で対応。緊急時は当番制で出勤対応。,,http://www.tomato-miyabi.co.jp,,,,
221031,2273200119,静岡県,静岡市清水区,株式会社日本ケアサービス,カブシキガイシャニホンケアサービス,福祉用具貸与,静岡市清水区南矢部565番地の3,,34.998528400000000,138.475040400000000,054-351-2458,054-351-2392,4080001008873,株式会社日本ケアサービス,2273200119,"平日,土曜日,日曜日,祝日",9：00～18：00を基本とするが　電話等により24時間連絡可能な体制。,,,,,,
221031,2274205174,静岡県,静岡市清水区,ベルメディカルケア株式会社　静岡営業所,ベルメディカルケアカブシキカイシャ　シズオカエイギョウショ,福祉用具貸与,静岡県静岡市清水区松原町5番22号,,35.011585999545254,138.490466908378600,054-355-5802,054-355-5818,2080001017802,ベルメディカルケア株式会社,2274205174,平日,,,http://www.bellmc.co.jp/,,,,
221031,2274207568,静岡県,静岡市清水区,パナソニックエイジフリーショップ静清,パナソニックエイジフリーショップセイセイ,福祉用具貸与,静岡県静岡市清水区青葉町3-1,,35.009948776515970,138.474945039071600,054-355-1818,054-355-1819,0080101018041,株式会社アルファー静清,2274207568,平日,,,,,,,
221031,2274207295,静岡県,静岡市清水区,プラスワンケアサービス,プラスワンケアサービス,福祉用具貸与,静岡県静岡市清水区楠５１０－１マノワールA102号,マノワールA102号,35.009455922104520,138.440580047031060,０５４－３６８－４３０１,０５４－３６８－４３１０,3080001019632,株式会社Ｐｌｕｓ－ｏｎｅ,2274207295,平日,利用者の状況によりこの限りではありません,,,,,,
221031,2274211156,静岡県,静岡市清水区,バディ,バディ,福祉用具貸与,静岡県静岡市清水区駒越東町２番５５号,,34.982400900000000,138.501793200000000,054-334-0468,054-333-5150,1080003003297,合同会社ＢＵＤＤＹ,2274211156,平日,時間外でも可能な限り、ご利用者様のご要望に応じて対応させていただきます。,,,,,,
221031,2274201801,静岡県,静岡市清水区,ケアショップ　銀のすず,ケアショップ　ギンノスズ,福祉用具貸与,静岡市清水区永楽町１４－３３,,35.024472599999996,138.473673100000040,054-364-9899,054-364-9901,4080002012668,有限会社銀のすず,2274201801,"平日,土曜日,祝日",,,,,,,
221384,2277100703,静岡県,浜松市中央区,有限会社山三商事,ユウゲンガイシャ　ヤマサンショウジ,福祉用具貸与,浜松市中区高丘西三丁目４１－２９,,34.762216500000000,137.696498799999970,053-438-4396,053-438-4391,5080402008496,有限会社山三商事,2277100703,平日,,,,,,,
221384,2277201204,静岡県,浜松市中央区,株式会社　メディカルジャパン,カブシキガイシャ　メディカルジャパン,福祉用具貸与,神立町118-5,,34.717820400000000,137.754843500000000,053-411-5505,053-411-5510,,株式会社　メディカルジャパン,2277201204,"平日,土曜日",緊急時対応可。,,http://www.medicaljapan.biz/,,,,
221384,2277206039,静岡県,浜松市中央区,介護用具貸出サービスセンター,カイゴヨウグカシダシサービスセンター,福祉用具貸与,静岡県浜松市中区葵西4丁目14-17コーポ葵10号,コーポ葵10号,34.772031300000000,137.705771100000000,053-430-4700,053-430-4701,,合同会社VFRee,2277206039,平日,,,,,,,
221384,2277206047,静岡県,浜松市中央区,カナン福祉用具,カナンフクシヨウグ,福祉用具貸与,静岡県浜松市中区曳馬3-39-22,,34.727995300000000,137.745799700000000,053-466-5634,,,,2277206047,平日,,,,,,,
221384,2277206203,静岡県,浜松市中央区,イトウレント,イトウレント,福祉用具貸与,静岡県浜松市南区中田島町1009-1,,34.668927500000000,137.740770500000000,053-540-2330,053-533-8113,,株式会社イトウレント,2277206203,"平日,土曜日",,,,,,,
221384,2277101024,静岡県,浜松市中央区,株式会社スズキ自販浜松,カブシキガイシャスズキジハンハママツ,福祉用具貸与,浜松市西区篠原町21339,,34.681150900000000,137.668312499999960,053-449-2111,053-449-2120,9080401002463,株式会社スズキ自販浜松,2277101024,平日,,,http:www.sj-hamamatsu.jp/,,,,
221384,2277100190,静岡県,浜松市中央区,ヤガミホ－ムヘルスセンタ－浜松,ヤガミホ-ムヘルスセンタ-ハママツ,福祉用具貸与,静岡県浜松市中央区高丘北2丁目15番6号,,34.763256499999990,137.701947900000000,053-414-9770,053-438-8770,6180001041516,株式会社八神製作所,2277100190,平日,・6月と12月の弊社が定めた棚卸日に、定休日となることがございます。,,http://www.yagami.co.jp/yhhc/,,,,
221384,2277100448,静岡県,浜松市中央区,株式会社トーカイ　浜松支店,カブシキガイシャトーカイ　ハママツシテン,福祉用具貸与,浜松市中央区高丘西３丁目４５番２３号,,34.761127918562290,137.698762961762300,053-430-6652,053-430-6653,8200001003544,株式会社トーカイ,2277100448,平日,土曜、日曜、祝日に関しては事前連絡により対応可。,,http://www.tokai-corp.com/,,,,
221384,2277100984,静岡県,浜松市中央区,エコワークス　浜松営業所,エコワークス　ハママツエイギョウショ,福祉用具貸与,浜松市中央区大人見町3374-1,,34.733747587898550,137.658584130783080,053-482-3939,053-482-3940,9080402015836,有限会社エコワークス,2277100984,平日,土曜日・日曜日・祝日・冬期は、利用者様のご都合に応じいつでも対応できるような体制を整えております。,,eco-kaigo.com,,,,
221384,2277101503,静岡県,浜松市中央区,フランスベッド株式会社　メディカル浜松営業所,フランスベッドカブシキガイシャ　メディカルハママツエイギョウショ,福祉用具貸与,浜松市中央区安新町286-4,,34.731495963026900,137.788119923278830,053-423-1230,053-423-1232,5012801004462,フランスベッド株式会社,2277101503,"平日,土曜日",特になし,,http://www.francebed.co.jp,,,,
221384,2277206062,静岡県,浜松市中央区,株式会社イノベイションオブメディカルサービス　浜松営業所,カブシキガイシャイノベイションオブメディカルサービス　ハママツエイギョウショ,福祉用具貸与,静岡県浜松市中央区飯田町742,,34.707951500000000,137.770850100000000,053-467-5150,053-467-5153,7021001021373,株式会社イノベイションオブメディカルサービス,2277206062,"平日,土曜日",,,http://www.ims-inc.co.jp/,,,,
221384,2277203283,静岡県,浜松市中央区,レンタルテラスAnge,レンタルテラスアンジュ,福祉用具貸与,萩丘五丁目８番16号,,34.752634650284130,137.734509068786560,053-522-8217,053-522-8218,4080401019925,株式会社Ｐｌａｉ,2277203283,平日,8月13日～8月15日・12月30～1月3日は休日とします,,http://hp.kaipoke.biz/uxe/,,,,
221384,2277100471,静岡県,浜松市中央区,協和医科器械株式会社浜松支店,キョウワイカキカイカブシキガイシャハママツシテン,福祉用具貸与,浜松市中央区篠ヶ瀬町４００,,34.729950599999995,137.774732999999970,053-423-2116,053-423-2174,9080001007895,協和医科器械株式会社,2277100471,平日,定休日緊急連絡先053-421-0255,,http://www.kyowaika.jp,,,,
221384,2277100091,静岡県,浜松市中央区,ニチイケアセンター細島,ニチイケアセンターホソジマ,福祉用具貸与,浜松市中央区上西町49-12,,34.721839500000000,137.757940299999970,053-411-0365,053-411-0357,3010001025868,株式会社　ニチイ学館,2277100091,平日,,,http://www.nichiigakkan.co.jp,,,,
221384,2277206187,静岡県,浜松市中央区,RH福祉用具センター,アールエイチフクシヨウグセンター,福祉用具貸与,静岡県浜松市中区文丘町29-40,,34.727279900000000,137.715026600000000,053-523-8768,053-475-6658,4080001023542,株式会社ＲＨソリューションズ,2277206187,平日,土曜日、日曜日にも電話連絡や、利用契約、福祉用具の導入など柔軟に対応致します。,,,,,,
221384,2277100695,静岡県,浜松市中央区,株式会社セリオ浜松営業所,カブシキガイシャセリオハママツエイギョウショ,福祉用具貸与,静岡県浜松市中央区東三方町258-1,,34.780695467264730,137.726822225852940,053-488-9906,053-488-9907,8080401002745,株式会社セリオ,2277100695,平日,,,http://serio888.net/,,,,
221384,2277201253,静岡県,浜松市中央区,株式会社　ファイン,カブシキガイシャ　ファイン,福祉用具貸与,静岡県浜松市中央区葵西　5-22-5,,34.777810445622390,137.704469637114760,053-439-5071,053-439-5072,4080401013804,株式会社ファイン,2277201253,"平日,祝日",8/13～15　及び　12/29～1/3まで休業させていただきます。,,,,,,
221384,2277102493,静岡県,浜松市中央区,有限会社アシストシステム,ユウゲンカイシャ　アシストシステム,福祉用具貸与,静岡県浜松市中央区高丘西3丁目56-6,,34.762532080415020,137.696686064326540,053-439-6341,053-439-6342,3080402010603,有限会社アシストシステム,2277102493,"平日,土曜日",機器の故障時に関しては、年中無休で対応します。,,http://www.assist-system.jp/,,,,
221384,2277100562,静岡県,浜松市中央区,介護ショップサカグチ,カイゴショップサカグチ,福祉用具貸与,静岡県浜松市中央区中山町4番地,,34.705490400000000,137.724387300000000,053-452-3066,053-452-6331,6080402003174,有限会社坂口医科器械,2277100562,"平日,土曜日",12/29～1/4休,,,,,,
221384,2277100034,静岡県,浜松市中央区,すみれ福祉用具サービス,スミレフクシヨウグサービス,福祉用具貸与,篠原町3967-1,,34.685753000000000,137.662157300000000,053-445-2354,053-445-2355,8080402002678,有限会社敬愛会,2277100034,"平日,土曜日",緊急時の対応あり。,,,,,,
221384,2277203440,静岡県,浜松市中央区,株式会社WELLACTIVE元気サポート浜松,カブシキガイシャウェルアクティブ,福祉用具貸与,静岡県浜松市中区細島町5番地2ヒジネスパーク細島1号,ヒジネスパーク細島1号,34.722558600000000,137.750610199999980,053-581-8121,053-581-8120,2080401020208,株式会社ＷＥＬＬ　ＡＣＴＩＶＥ,2277203440,平日,国民の休日及び５月１日から５月５日、（改行）１２月２９日から１月５日（改行）※土日及び国民の休日は電話対応中心となり、緊急対応のみとなります。,,http://wellactive.noor.jp/,,,,
221384,2277206732,静岡県,浜松市中央区,株式会社レンティック中部介護ショップちゅーぶ浜松西,カブシキガイシャレンティックチュウブカイゴショップチューブハママツニシ,福祉用具貸与,静岡県浜松市中央区高丘北2-14-5,,34.762849000000000,137.701830600000000,053-523-8001,053-523-8003,5080401003168,株式会社レンティック中部,2277206732,平日,緊急時は休日等に関わらず連絡が取る事ができ必要に応じて相談に応じる事ができる（改行）体制を整えています。,,http://www.rentic-chubu.co.jp,,,,
221384,2277100836,静岡県,浜松市中央区,はまとく,ハマトク,福祉用具貸与,浜松市中区曳馬3丁目13-12,,34.727253264521856,137.743212978668200,053-424-7700,053-424-7702,9080401010139,株式会社　浜徳商事,2277100836,平日,,,http://www.hamatoku.net/,,,,
221384,2277202681,静岡県,浜松市中央区,ベルメディカルケア株式会社　浜松営業所,ベルメディカルケアカブシキガイシャ　ハママツエイギョウショ,福祉用具貸与,静岡県浜松市中央区将監町19-1,,34.713834700000010,137.755412999999980,053-466-1333,053-466-1336,2080001017802,ベルメディカルケア株式会社,2277202681,平日,,,http://www.bellmc.co.jp/,,,,
221384,2277100026,静岡県,浜松市中央区,浜松ケアステーション株式会社,ハママツケアステーションカブシキガイシャ,福祉用具貸与,浜松市中央区佐鳴台四丁目37番35号,,34.711639600000010,137.700172299999960,053-445-5580,053-445-5581,8080401004023,浜松ケアステーション株式会社,2277100026,"平日,祝日",,,,,,,
221384,2277103707,静岡県,浜松市中央区,介護ショップ　あいの手,カイゴショップ　アイノテ,福祉用具貸与,静岡県浜松市中央区葵西5-19-41,,34.774711798889920,137.702101782928480,053-414-1013,053-414-1031,9080401010549,株式会社あいの手,2277103707,"平日,土曜日,祝日",その他、依頼があれば随時対応しております。（改行）電話での連絡については、24時間365日対応です。,,,,,,
221384,2277203861,静岡県,浜松市中央区,やまとメディカル,ヤマトメディカル,福祉用具貸与,静岡県浜松市中区高丘西二丁目３２－３０シャトー高丘サービス付き高齢者向け住宅,シャトー高丘サービス付き高齢者向け住宅,34.759886400000000,137.699892800000040,０５３－４３７－５５５１,０５３－４３７－５５５７,7080401019328,やまと株式会社,2277203861,"平日,土曜日",年末年始の休日：１２／３１から１／３まで,,http://www.kotou-wakeikai.com,,,,
221384,2277206427,静岡県,浜松市中央区,セントケアりまいん浜松,セントケアリマインハママツ,福祉用具貸与,鴨江3-73-23,,34.707509500000000,137.708741400000000,053-450-7771,053-450-7772,9010001232376,セントケアりまいん株式会社,2277206427,平日,,,https://www.saint-care.com/center/4668/,,,,
221384,2277200545,静岡県,浜松市中央区,歩メディケアセンター,アユミ　メディケアセンター,福祉用具貸与,静岡県浜松市中央区中野町２４５４,,34.732712800000020,137.798419100000050,053-421-6308,053-571-3453,8080401013115,エーアンドエス株式会社,2277200545,"平日,土曜日",要望に応じて日曜・祭日の営業,,,,,,
221384,2277206880,静岡県,浜松市中央区,福祉用具みちしるべ,フクシヨウグミチシルベ,福祉用具貸与,静岡県浜松市中央区幸四丁目6番8号,,34.746370200000000,137.727043200000000,053-401-2380,053-401-2381,8080401024839,心の道標株式会社,2277206880,平日,,,,,,,
221384,2277100380,静岡県,浜松市中央区,株式会社　ヤマシタ　浜松営業所,カブシキガイシャ　ヤマシタ　ハママツエイギョウショ,福祉用具貸与,静岡県浜松市中央区北島町520,,34.731059200000000,137.781243499999960,053-422-2717,053-422-2732,7080001005414,株式会社　ヤマシタ,2277100380,"平日,土曜日,日曜日,祝日",,,https://www.yco.co.jp/,,,,
221384,2277201428,静岡県,浜松市中央区,パナソニックエイジフリーショップ浜松東,パナソニックエイジフリーショップハママツヒガシ,福祉用具貸与,三島町1529,,34.690646100000000,137.752149700000020,053-442-5657,053-442-5658,4080401014117,株式会社プレジール,2277201428,"平日,土曜日",,,plaisir-japan.jp,,,,
221384,2277205833,静岡県,浜松市中央区,すまいとかいご,スマイトカイゴ,福祉用具貸与,静岡県浜松市中央区中島1-3-12,,34.705524636318470,137.744984501113000,053-415-9966,053-415-9967,5180001029446,株式会社インターブレインズ,2277205833,平日,休日及び時間外は常時電話がつながります。また必要に応じ常時対応する人材を配置しております。,,,,,,
221384,2277100430,静岡県,浜松市中央区,株式会社レンティック中部介護ショップちゅーぶ,レンティックチュウブカイゴショップチューブ,福祉用具貸与,浜松市中区高林5丁目7-13,,34.734676600000000,137.736151899999980,053-479-6700,053-474-1419,5080401003168,株式会社レンティック中部,2277100430,平日,特になし,,http://www.rentic-chubu.co.jp,,,,
221384,2277100547,静岡県,浜松市中央区,株式会社　マストレメディカル,マストレメディカル,福祉用具貸与,浜松市中央区有玉南町２３６５,,34.747567000000000,137.746533999999970,053-474-5656,053-471-5041,8080401004964,株式会社　マストレメディカル,2277100547,平日,年末年始休業,,http://www.masutore.co.jp,,,,
221384,2277100679,静岡県,浜松市中央区,聖隷コミュニティケアセンター,セイレイコミュニティケアセンター,福祉用具貸与,浜松市中区高丘西1-17-23,,34.757822900000000,137.701631600000040,053-414-0801,053-414-0802,8080405000142,社会福祉法人　聖隷福祉事業団,2277100679,"平日,土曜日",上記における緊急対応の受付時間（９：００～１７：３０）,,www.seirei.or.jp/hq/facility/home/tools/seirei/index.html,,,,
221392,2277100125,静岡県,浜松市浜名区,ホームケアいおり,ホームケアイオリ,福祉用具貸与,都田町16-5,,34.810038600000000,137.714495100000020,053-428-3235,053-428-4478,7080405000135,社会福祉法人　慈悲庵,2277100125,"平日,祝日",緊急な搬入（納品）や引き上げ、またご相談にも即対応しておりますのでお気軽にお問い合わせください。ご利用者様やご家族様のご都合に合わせながら訪問いたします。,,http://www.jihian.or.jp,,,,
221392,2277100398,静岡県,浜松市浜名区,有限会社ケアテック浜松,ユウゲンガイシャケアテックハママツ,福祉用具貸与,浜松市浜北区宮口3774-1-1,,34.818833299553530,137.769349660120240,053-582-1545,053-582-1546,3080402002724,有限会社ケアテック浜松,2277100398,平日,定休日は随時対応,,caretechamamatsu.com/,,,,
221392,2278100090,静岡県,浜松市浜名区,株式会社浜名家具センター,カブシキガイシャハマナカグセンター,福祉用具貸与,静岡県浜松市浜名区三ヶ日町三ヶ日883-3,,34.804134400000000,137.548680699999980,053-525-0758,053-525-0715,8080401010707,株式会社浜名家具センター,2278100090,"平日,土曜日,日曜日,祝日",,,,,,,
221392,2277103699,静岡県,浜松市浜名区,株式会社　まんてん,カブシキガイシャ　マンテン,福祉用具貸与,浜松市浜名区於呂3959-1,,34.847593800000010,137.805763599999980,053-583-3914,053-583-3915,3080401011791,株式会社　まんてん,2277103699,平日,年末年始・夏休み・ＧＷ・有給休暇（改行）常時連絡可,,,,,,
221392,2278300096,静岡県,浜松市浜名区,天竜厚生会介護福祉機器センター,テンリュウコウセイカイカイゴフクシキキセンター,福祉用具貸与,浜松市浜名区於呂4201-9,,34.856105900000020,137.791834000000000,053-583-1106,053-583-1277,7080405003922,社会福祉法人天竜厚生会,2278300096,"平日,土曜日,日曜日,祝日",,,https://www.tenryu-kohseikai.or.jp,,,,
221392,2277205452,静岡県,浜松市浜名区,ホームケアいおり,ホームケアイオリ,福祉用具貸与,静岡県浜松市浜名区都田町１６番５号,,34.809687100000000,137.714500000000040,053-428-3235,053-428-4478,7080405000135,社会福祉法人慈悲庵,2277205452,"平日,祝日",緊急な搬入（納品）や引き上げ、またご相談にも即対応しておりますのでお気軽にお問合せください。ご利用者様やご家族様のご都合に合わせながら訪問いたします。,,http://www.jihian.or.jp/top/,,,,
221406,2276600265,静岡県,浜松市天竜区,有限会社　マルヤス,ユウゲンガイシャ　マルヤス,福祉用具貸与,浜松市天竜区水窪町奥領家3050-12,,35.164848800000000,137.867120600000020,053-987-0440,053-443-9881,5080402016648,有限会社マルヤス,2276600265,"平日,土曜日",,,,,,,
222038,2271101814,静岡県,沼津市,介護ショップ　びしん,カイゴショップ　ビシン,福祉用具貸与,沼津市　岡宮　1378-19,,35.137623000000000,138.865202299999960,055-929-6255,055-960-8678,3080101007306,株式会社　美心,2271101814,平日,,,,,,,
222038,2271100717,静岡県,沼津市,介護ショップ　ワラビ,カイゴショップ　ワラビ,福祉用具貸与,沼津市原1721-12,,35.130032200000000,138.803816300000000,055-968-6616,055-968-6616,5080102005083,有限会社ワラビ,2271100717,"平日,土曜日,祝日",祝日が土曜日のときは9時～16時までの営業時間（改行）緊急時の場合営業時間外でも出来るだけ対応,,http://www17.plala.or.jp/warabii2/,,,,
222038,2271102325,静岡県,沼津市,介護支援ショップ　フィットサポート福祉用具貸与事業所,カイゴシエンショップ　フィットサポートフクシヨウグタイヨジギョウショ,福祉用具貸与,沼津市西沢田1111番地の5,,35.128614700000000,138.844981700000060,055-943-6917,055-943-6918,6080101016329,株式会社フィットサポート,2271102325,平日,,,fit-support@gol.com,,,,
222038,2271100253,静岡県,沼津市,協和医科器械株式会社沼津支店,キョウワイカキカイヌマヅシテン,福祉用具貸与,静岡県沼津市大岡3995-1,,35.134359664697750,138.880259574642080,055-926-1106,055-926-1222,9080001007895,協和医科器械株式会社,2271100253,平日,医療機器に関する豊富な情報や供給体制をベースに、在宅医療・介護・福祉・ストーマ装具・健康用品の販売を行っております。,,https://www.kyowaika.co.jp,,,,
222038,2271103174,静岡県,沼津市,WeLS株式会社,ウェルスカブシキカイシャ,福祉用具貸与,静岡県沼津市若葉町1-56,,35.116510400000000,138.856259000000020,055-946-5200,055-946-5320,7080101020073,ＷｅＬＳ株式会社,2271103174,平日,土曜、日曜、祝日に関しましては事前にご連絡いただければ対応可能。,,,,,,
222038,2271101012,静岡県,沼津市,フランスベッド株式会社　メディカル沼津営業所,フランスベッドカブシキガイシャ　メディカルヌマヅエイギョウショ,福祉用具貸与,沼津市寿町10-15,,35.117165400000000,138.843090399999940,055-929-7511,055-926-7200,5012801004462,フランスベッド株式会社,2271101012,"平日,土曜日",,,http://www.francebed.co.jp/,,,,
222038,2271102457,静岡県,沼津市,株式会社フロンティア静岡営業所,カブシキガイシャフロンティアシズオカエイギョウショ,福祉用具貸与,上香貫槙島町1265,,35.085176700000000,138.866492600000010,０５５－９３４－３０２４,０５５－９３３－０８８６,6120001120886,株式会社フロンティア,2271102457,"平日,土曜日",,,http://www.frontier-ph.com/,,,,
222038,2271102085,静岡県,沼津市,ベルメディカルケア株式会社　沼津営業所,ベルメディカルケアカブシキカイシャ　ヌマヅエイギョウショ,福祉用具貸与,静岡県沼津市大諏訪881-1,,35.113929300000000,138.838013100000000,055-929-7522,055-926-7558,2080001017802,ベルメディカルケア株式会社,2271102085,平日,,,http://www.bellmc.co.jp/,,,,
222038,2271103117,静岡県,沼津市,ユウゲンガイシャ　サンパックケアサービス,(有)サンパックケアサービス,福祉用具貸与,静岡県沼津市志下１６８－２,,35.066751200000006,138.878620100000030,055-935-6389,055-935-6385,9080102012522,(有)サンパックケアサービス,2271103117,"平日,土曜日",但し、特別な事情の際にはご相談下さい。,,sanpack@agate.plala.or.jp,,,,
222038,2271102218,静岡県,沼津市,株式会社トーカイ　沼津営業所,カブシキガイシャトーカイ　ヌマヅエイギョウショ,福祉用具貸与,静岡県沼津市大諏訪490番地1,,35.114899178604310,138.828144874868700,055-929-0210,055-926-7310,8200001003544,株式会社トーカイ,2271102218,平日,営業日外や営業時間外であっても、事前連絡により対応可能な場合がありますので、担当営業員などにお問合せください。,,https://www.tokai-corp.com/,,,,
222038,2271100238,静岡県,沼津市,株式会社ヤマシタ沼津営業所,カブシキガイシャヤマシタヌマヅエイギョウショ,福祉用具貸与,沼津市岡一色817-3,,35.120138300000000,138.876693700000030,055-924-2999,055-924-7091,7080001005414,株式会社ヤマシタ,2271100238,"平日,土曜日,日曜日,祝日",ショールーム来店による相談は要予約,,https://www.ycota.jp/,,,,
222038,2271102267,静岡県,沼津市,アイズ介護用品,アイズカイゴヨウヒン,福祉用具貸与,静岡県沼津市高島本町3-18マルスン沼津ビル1階,マルスン沼津ビル1階,35.109322000000000,138.857097999999950,055-926-1235,055-926-1236,2080105005133,一般社団法人のどか,2271102267,平日,12月29日から1月3日,,http://www.nodoca.or.jp/index.html,,,,
